"Region, subregion, country or area *",Location code,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,,,,,,,,
SIDS Caribbean,2091,46319.032,46504.344,46675.695,46836.273,46986.78,47127.777,47258.518,47379.937,47491.44,47590.685,47680.516,47770.635,47850.54,47916.763,47977.481,48029.996,48076.273,48113.707,48147.709,48174.088,48189.212,48188.02,48175.621,48164.742,48147.172,48119.253,48081.089,48029.123,47974.685,47916.013,47843.675,47762.798,47674.884,47584.048,47488.078,47388.039,47281.838,47166.461,47045.302,46909.957,46754.265,46605.142,46477.149,46349.447,46200.349,46047.961,45906.501,45753.121,45578.595,45405.297,45234.8,45064.625,44881.425,44692.613,44513.576,44329.635,44137.452,43932.555,43734.17,43538.792,43339.685,43138.041,42940.759,42740.777,42532.984,42333.157,42138.777,41930.182,41708.058,41493.714,41282.867,41082.082,40878.551,40663.586,40441.843,40220.667,40022.209,,,,,,,,
SIDS Pacific,2092,15547.251,15787.212,16024.174,16255.327,16485.749,16717.134,16949.057,17180.148,17411.979,17635.137,17855.524,18080.215,18307.117,18529.568,18738.383,18947.11,19154.467,19353.891,19560.898,19771.138,19963.396,20146.833,20334.885,20515.076,20685.183,20855.544,21042.162,21223.681,21383.543,21535.172,21685.817,21860.565,22030.881,22173.501,22306.431,22432.899,22559.049,22703.64,22843.936,22963.957,23071.252,23178.995,23295.48,23411.554,23526.803,23628.074,23743.436,23852.884,23935.177,24004.406,24077.758,24142.182,24219.645,24296.32,24363.54,24447.733,24505.916,24566.746,24622.071,24646.467,24687.698,24750.388,24796.337,24838.238,24886.778,24905.584,24912.28,24961.175,24985.484,24981.509,24963.555,24975.712,25012.137,25001.006,25008.81,25050.394,25081.565,,,,,,,,
"SIDS Atlantic, Indian Ocean and South China Sea (AIS)",2093,11673.549,11861.537,11969.919,12083.651,12190.443,12298.354,12408.575,12509.685,12617.159,12731.58,12835.159,12941.142,13043.54,13136.118,13219.627,13305.537,13384.306,13445.492,13506.337,13567.275,13620.534,13679.263,13746.761,13802.914,13844.515,13886.345,13933.437,13984.735,14032.771,14078.427,14124.271,14166.894,14205.972,14224.98,14238.68,14272.254,14308.256,14345.106,14380.646,14391.666,14407.234,14450.267,14475.762,14478.503,14506.97,14524.48,14532.553,14558.371,14571.342,14585.136,14594.344,14590.333,14575.285,14542.492,14531.466,14551.649,14539.865,14491.362,14475.429,14465.469,14435.289,14415.425,14383.384,14355.686,14348.06,14353.459,14346.537,14277.129,14220.389,14186.059,14151.653,14114.127,14072.692,14032.953,13979.031,13927.894,13907.484,,,,,,,,
High-and-upper-middle-income countries,5503,4081891.273,4089711.206,4096975.697,4104194.505,4110740.265,4116559.676,4121608.945,4126063.218,4129890.211,4133036.333,4135643.382,4137835.467,4139277.624,4140223.172,4140794.986,4140653.185,4140104.383,4139064.826,4137443.831,4135311.28,4132359.442,4128468.625,4123881.928,4118366.707,4111956.544,4104713.53,4096793.396,4087997.513,4077849.965,4066910.493,4055197.683,4042574.404,4028890.246,4014598.419,3999996.996,3985254.734,3970092.934,3953985.013,3937655.756,3921649.984,3905727.735,3889946.143,3874172.478,3858302.404,3842483.201,3826916.699,3811042.558,3795394.079,3780097.841,3764147.666,3748249.197,3732501.233,3717186.07,3701799.145,3685663.867,3669813.026,3654284.948,3638093.72,3621761.948,3605683.471,3589484.457,3572623.791,3556020.379,3540268.816,3524383.919,3508443.69,3492769.279,3477236.944,3461123.485,3445062.944,3429700.679,3414448.195,3399745.365,3385817.067,3371273.567,3355896.18,3341957.819,,,,,,,,
Low-and-Lower-middle-income countries,5504,4050477.907,4111870.969,4173028.253,4233538.871,4294002.647,4354477.867,4414926.925,4475085.273,4535126.201,4594995.965,4654378.851,4713335.491,4772227.989,4830639.007,4888066.717,4944780.93,5001341.915,5057335.057,5112959.621,5169049.108,5223688.834,5276682.324,5329780.484,5382229.321,5433577.895,5484724.756,5535071.448,5584552.881,5633480.709,5681612.867,5729253.424,5776106.659,5821037.207,5865275.455,5909934.97,5953201.655,5995327.541,6038390.146,6080166.935,6119971.795,6159503.793,6198342.523,6235737.781,6271866.345,6308149.086,6343366.838,6377446.513,6409847.855,6440818.567,6471658.549,6501205.039,6529065.804,6556514.441,6583966.925,6611132.628,6636229.157,6659827,6682961.379,6704846.335,6724870.626,6743129.965,6761339.32,6779330.012,6797800.614,6814279.753,6828082.334,6842014.468,6855779.044,6869292.11,6884005.687,6896923.254,6906651.196,6915823.404,6925129.444,6935647.161,6946023.877,6956146.704,,,,,,,,
High-income countries,1503,1265183.129,1267864.235,1270293.04,1272840.222,1275150.287,1277214.85,1279045.228,1280692.591,1282216.308,1283640.515,1284971.787,1286179.972,1287253.14,1288244.763,1289150.494,1289936.131,1290598.76,1291162.985,1291656.202,1292041.328,1292271.724,1292361.146,1292316.872,1292123.621,1291798.639,1291331.36,1290739.282,1290052.093,1289237.481,1288283.835,1287185.323,1285949.741,1284613.453,1283238.678,1281869.092,1280462.106,1278995.461,1277544.736,1276137.615,1274772.826,1273419.746,1272082.772,1270824.402,1269659.309,1268546.959,1267489.472,1266481.777,1265527.376,1264610.692,1263700.606,1262827.286,1262053.704,1261365.435,1260670.456,1260010.729,1259379.382,1258751.512,1258227.984,1257757.14,1257277.273,1256820.746,1256336.607,1255875.535,1255484.756,1255183.258,1254911.897,1254608.442,1254360.471,1254173.131,1253999.575,1253831.168,1253649.684,1253431.668,1253207.14,1252972.53,1252697.681,1252363.672,,,,,,,,
Low-and-middle-income countries,1859,6866950.525,6933050.098,6998954.417,7064061.52,7128482.412,7192418.2,7255803.618,7318591.772,7380702.372,7441964.283,7502460.922,7561988.494,7620710.804,7679034.348,7736203.591,7792331.572,7847726.607,7902063.01,7955163.931,8007321.628,8058795.741,8108554.376,8156709.479,8203165.222,8247931.916,8291612.847,8333903.648,8374683.916,8413662.947,8451299.388,8487570.142,8522259.474,8555772.572,8586690.081,8616132.89,8646033.176,8674539.529,8701587.675,8726986.734,8750655.754,8774417.968,8797047.658,8819141.752,8840825.51,8861162.673,8880749.956,8898973.48,8916711.279,8933791.805,8950065.012,8965184.214,8978778.256,8991093.222,9001554.809,9010306.688,9018940.668,9026137.772,9031420.109,9036929.814,9042944.905,9047839.98,9051076.653,9054206.993,9055292.197,9055823.631,9056413.102,9055054.102,9054876.231,9054613.393,9052593.041,9050103.786,9047369.414,9045004.827,9042269.564,9037030.951,9029394.99,9020743.851,,,,,,,,
Middle-income countries,1517,6110662.226,6156956.99,6202603.69,6247464.31,6291691.474,6335157.786,6377843.37,6419739.089,6460813.631,6501051.641,6540423.284,6578920.883,6616545.774,6653213.092,6688900.404,6723577.364,6757160.174,6789645.391,6820982.213,6851110.432,6880008.058,6907603.18,6933775.122,6958472.346,6981630.422,7003187.046,7023213.906,7041701.027,7058555.294,7073854.828,7087643.954,7099987.043,7110966,7120663.764,7129146.934,7136390.924,7142526.569,7147656.93,7151832.541,7155132.31,7157559.335,7159126.457,7159938.527,7159963.57,7159149.818,7157544.336,7155099.73,7151853.374,7147791.489,7142853.469,7137063.397,7130403,7122857.17,7114398.973,7105038.98,7094799.886,7083733.087,7071904.923,7059331.504,7046056.023,7032093.278,7017521.142,7002450.688,6986878.294,6970829.76,6954347.878,6937400.288,6920083.983,6902408.781,6884280.583,6865751.066,6846844.669,6827514.796,6807772.278,6787664.742,6767214.966,6746443.214,,,,,,,,
Upper-middle-income countries,1502,2816388.189,2820990.895,2825596.429,2830200.089,2834258.826,2837759.947,2840748.185,2843224.672,2845215.157,2846738.016,2847784.416,2848381.498,2848543.351,2848264.747,2847558.588,2846409.378,2844784.743,2842659.406,2840023.98,2836880.77,2833195.77,2828899.803,2823919.028,2818247.406,2811823.937,2804576.492,2796509.578,2787624.864,2777882.477,2767326.803,2756022.604,2743983.153,2731268.304,2717971.308,2704150.857,2689859.101,2675217.203,2660294.964,2645128.912,2629814.014,2614387.214,2598858.112,2583297.685,2567706.508,2552070.82,2536420.23,2520760.513,2505072.218,2489320.623,2473482.817,2457535.334,2441446.464,2425228.761,2408871.409,2392365.813,2375726.484,2358934.454,2342032.75,2325051.903,2308002.189,2290887.822,2273755.821,2256695.056,2239701.889,2222762.455,2205912.472,2189146.09,2172498.361,2155969.588,2139519.278,2123154.195,2106854.973,2090599.754,2074385.014,2058232.308,2042158.798,2026150.941,,,,,,,,
Lower-middle-income countries,1501,3294274.037,3335966.095,3377007.26,3417264.22,3457432.648,3497397.839,3537095.184,3576514.417,3615598.474,3654313.625,3692638.868,3730539.385,3768002.423,3804948.345,3841341.816,3877167.987,3912375.432,3946985.985,3980958.234,4014229.662,4046812.288,4078703.377,4109856.094,4140224.94,4169806.486,4198610.554,4226704.328,4254076.163,4280672.818,4306528.025,4331621.35,4356003.889,4379697.696,4402692.457,4424996.078,4446531.824,4467309.365,4487361.966,4506703.628,4525318.296,4543172.12,4560268.345,4576640.842,4592257.062,4607078.998,4621124.106,4634339.217,4646781.156,4658470.866,4669370.652,4679528.062,4688956.536,4697628.409,4705527.564,4712673.168,4719073.402,4724798.633,4729872.172,4734279.601,4738053.834,4741205.455,4743765.321,4745755.632,4747176.405,4748067.305,4748435.406,4748254.198,4747585.622,4746439.193,4744761.305,4742596.871,4739989.696,4736915.043,4733387.264,4729432.435,4725056.169,4720292.273,,,,,,,,
Low-income countries,1500,756667.865,777211.776,798076.06,818951.12,839804.019,860802.911,881981.94,903282.356,924641.111,946047.08,967525.904,989091.452,1010727.254,1032402.614,1054103.132,1075873.302,1097776.019,1119718.806,1141628.959,1163587.485,1185604.172,1207624.763,1229692.272,1251791.353,1273899.107,1296057.6,1318140.766,1340125.62,1362132.877,1384113.942,1406044.434,1427907.415,1449695.317,1471326.595,1492742.433,1514083.204,1535318.689,1556333.089,1577127.218,1597690.787,1618085.33,1638322.468,1658264.951,1677930.525,1697385.803,1716566.073,1735518.67,1754201.351,1772597.472,1790762.97,1808626.136,1826116.599,1843255.667,1860155.812,1876746.281,1893010.868,1908961.028,1924462.496,1939618.688,1954487.914,1969049.458,1983326.115,1997195.584,2010654.749,2023694.14,2036363.394,2048770.944,2060745.098,2072270.69,2083473.538,2094304.208,2104745.264,2114883.584,2124696.122,2134129.045,2143203.826,2151929.82,,,,,,,,
No income group available,1518,29084.247,29206.278,29333.153,29467.626,29603.541,29741.8,29888.03,30040.641,30195.82,30348.569,30504.357,30659.997,30804.137,30937.479,31066.018,31190.627,31306.261,31407.434,31498.118,31579.307,31649.14,31712.241,31769.315,31824.961,31876.549,31919.145,31958.315,31989.794,32017.607,32043.293,32061.878,32079.941,32094.753,32099.809,32100.034,32097.367,32090.53,32082.837,32072.951,32060.02,32046.279,32027.909,32001.304,31968.89,31935.043,31899.662,31860.864,31820.111,31777.622,31734.259,31693.03,31649.158,31600.381,31548.171,31489.863,31428.031,31364.249,31299.323,31231.835,31161.342,31088.069,31010.141,30925.094,30833.214,30738.159,30637.007,30528.435,30416.361,30301.184,30177.725,30047.307,29913.096,29771.17,29625.397,29476.501,29326.852,29179.59,,,,,,,,
Africa,903,1515140.849,1549867.579,1584985.259,1620262.069,1655677.484,1691327.03,1727213.466,1763341.331,1799677.857,1836165.164,1872848.566,1909745.189,1946779.565,1983888.83,2021068.887,2058325.999,2095653.385,2133011.264,2170362.489,2207713.441,2245033.359,2282241.718,2319336.205,2356367.847,2393301.29,2430064.258,2466647.618,2503122.52,2539451.377,2575522.782,2611380.458,2647051.974,2682482.476,2717607.366,2752440.4,2787096.128,2821497.089,2855583.531,2889314.504,2922620.947,2955590.716,2988210.864,3020431.5,3052276.105,3083691.197,3114659.621,3145215.298,3175353.103,3205068.473,3234288.652,3263034.38,3291312.264,3319032.005,3346261.902,3373019.604,3399165.518,3424700.645,3449654.77,3474067.602,3497973.774,3521288.02,3544047.838,3566322.712,3587962.922,3608879.968,3629227.53,3649045.629,3668203.742,3686701.892,3704607.591,3721931.318,3738661.364,3754852.618,3770482.449,3785518.324,3799971.486,3813883.603,,,,,,,,
Eastern Africa,910,500703.846,513485.693,526382.563,539417.718,552551.847,565785.409,579140.21,592597.704,606112.472,619650.786,633282.263,647043.812,660855.431,674690.691,688562.541,702459.15,716407.517,730365.388,744304.278,758269.609,772242.397,786169.372,800055.374,813966.999,827873.481,841703.502,855453.353,869195.939,882923.51,896554.766,910136.87,923684.595,937195.354,950610.487,963892.006,977171.297,990405.542,1003541.236,1016525.417,1029296.484,1041949.478,1054525.242,1066944.627,1079215.842,1091354.082,1103315.35,1115143.099,1126812.128,1138327.235,1149677.6,1160870.047,1171903.695,1182732.154,1193418.669,1203935.749,1214191.556,1224196.802,1233975.976,1243622.1,1253105.849,1262331.448,1271396.025,1280330.211,1289022.635,1297415.027,1305604.07,1313640.406,1321430.446,1328983.765,1336355.399,1343538.019,1350514.924,1357340.63,1363981.783,1370382.715,1376582.64,1382604.934,,,,,,,,
Burundi,108,14047.786,14390.002,14729.157,15076.979,15444.014,15815.856,16182.016,16555.03,16935.238,17317.634,17700.808,18085.841,18483.055,18893.258,19305.533,19718.522,20131.317,20537.556,20951.562,21370.848,21785.692,22197.887,22586.207,22970.065,23358.497,23748.952,24131.72,24498.523,24871.15,25245.548,25619.885,25984.925,26343.379,26695.956,27038.594,27384.212,27730.966,28076.064,28421.068,28759.212,29095.183,29449.56,29807.611,30158.82,30505.79,30843.197,31182.954,31506.402,31818.376,32138.558,32450.614,32760.374,33059.27,33354.542,33650.366,33929.29,34187.556,34443.6,34704.07,34938.901,35161.178,35393.143,35615.855,35813.561,36010.794,36216.27,36403.375,36570.011,36733.61,36895.771,37063.88,37221.702,37359.556,37495.697,37634.309,37763.562,37873.962,,,,,,,,
Comoros,174,866.628,882.848,899.01,915.174,931.431,947.807,964.264,980.776,997.35,1014.062,1030.87,1047.763,1064.851,1081.999,1099.148,1116.42,1133.778,1151.149,1168.512,1185.959,1203.544,1221.072,1238.454,1255.711,1273.038,1290.369,1307.558,1324.686,1341.72,1358.539,1375.094,1391.5,1407.726,1423.737,1439.574,1455.278,1470.859,1486.298,1501.452,1516.378,1531.21,1545.863,1560.376,1574.793,1589.013,1602.955,1616.592,1630.12,1643.543,1656.713,1669.672,1682.479,1695.137,1707.465,1719.485,1731.166,1742.529,1753.679,1764.609,1775.397,1785.889,1795.935,1805.706,1815.169,1824.31,1833.228,1841.867,1850.197,1858.16,1865.734,1873.048,1880.189,1886.981,1893.461,1899.646,1905.479,1911.034,,,,,,,,
Djibouti,262,1168.722,1184.076,1199.459,1215.017,1230.585,1246.67,1262.678,1278.332,1293.447,1307.799,1321.611,1335.499,1349.356,1363.479,1377.783,1391.867,1406.635,1421.792,1436.438,1449.563,1461.638,1474.041,1486.461,1498.041,1508.876,1519.725,1530.539,1540.678,1551.186,1563.318,1575.385,1585.525,1596.245,1608.923,1620.968,1631.69,1641.579,1650.916,1660.268,1668.392,1675.183,1682.959,1692.209,1701.04,1708.896,1715.72,1721.909,1728.303,1733.908,1739.114,1745.548,1752.289,1758.378,1763.8,1768.276,1772.774,1776.612,1779.749,1783.929,1788.197,1792.318,1797.214,1801.621,1805.476,1809.856,1813.893,1816.933,1819.197,1821.226,1824.783,1828.091,1830.016,1831.873,1834.654,1838.051,1840.309,1841.534,,,,,,,,
Eritrea,232,3535.603,3607.003,3682.669,3760.374,3840.143,3920.472,4002.672,4085.046,4166.514,4249.505,4334.729,4420.923,4509.757,4601.934,4692.344,4780.476,4868.676,4954.488,5039.301,5124.265,5207.87,5292.768,5375.968,5456.501,5537.542,5617.356,5696.062,5775.739,5858.065,5941.185,6018.816,6095.239,6170.191,6243.952,6321.629,6399.81,6478.361,6556.896,6632.337,6709.274,6784.082,6852.235,6922.396,6992.724,7061.501,7129.182,7194.167,7257.209,7318.844,7381.154,7439.758,7497.515,7555.651,7610.587,7664.75,7716.193,7768.724,7816.263,7858.174,7901.725,7946.506,7992.74,8036.914,8076.333,8112.913,8148.192,8182.352,8214.605,8247.064,8277.312,8302.904,8328.759,8352.718,8374.835,8397.346,8420.966,8444.382,,,,,,,,
Ethiopia,231,132059.768,135472.051,138902.185,142364.797,145841.262,149336.062,152855.357,156382.428,159923.899,163453.316,166978.794,170532.954,174097.775,177661.138,181235.896,184835.111,188450.902,192068.629,195695.304,199347.986,203014.371,206673.639,210337.848,214023.508,217710.205,221377.337,225021.874,228687.2,232351.187,235962.631,239552.288,243110.908,246680.484,250236.662,253710.523,257197.861,260708.34,264199.561,267645.242,271030.544,274384.529,277696.13,280962.142,284228.96,287470.102,290649.757,293790.938,296898.927,299991.561,303031.54,306045.18,309057.82,312022.57,314937.464,317795.949,320556.434,323238.508,325898.295,328548.346,331139.302,333649.598,336129.183,338594.904,340987.035,343252.759,345446.108,347651.463,349838.449,351932.64,353977.284,356019.002,357996.25,359956.948,361920.507,363782.121,365542.014,367289.596,,,,,,,,
Kenya,404,56432.944,57532.492,58636.412,59745.753,60860.444,61979.186,63102.246,64230.118,65359.034,66484.81,67604.63,68715.909,69818.886,70910.401,71990.934,73057.766,74108.863,75144.352,76161.724,77159.124,78134.98,79088.836,80022.375,80938.647,81837.664,82721.771,83593.239,84451.673,85294.265,86120.946,86932.929,87732.152,88519.874,89300.068,90072.742,90829.758,91569.58,92293.872,93001.109,93685.074,94345.004,94982.484,95598.343,96191.419,96760.578,97305.742,97825.655,98322.81,98797.656,99244.966,99664.918,100062.62,100440.788,100798,101131.619,101445.389,101743.624,102022.686,102279.087,102517.578,102739.286,102945.214,103137.633,103314.92,103478.2,103628.69,103764.128,103881.424,103980.502,104061.383,104125.115,104175.477,104212.773,104231.294,104234.508,104224.938,104195.5,,,,,,,,
Madagascar,450,31964.956,32740.678,33522.052,34308.793,35099.857,35894.678,36693.183,37495.706,38301.317,39109.38,39919.95,40733.844,41551.315,42371.34,43194.159,44019.293,44846.894,45676.979,46508.814,47342.295,48176.604,49011.274,49846.527,50682.067,51517.352,52351.99,53185.475,54016.765,54845.3,55671.144,56493.659,57313.021,58129.738,58942.314,59750.169,60554.11,61352.873,62145.241,62930.946,63709.342,64480.302,65242.944,65997.236,66743.592,67480.962,68208.62,68926.09,69634.456,70333.405,71020.89,71697.362,72362.744,73015.741,73657.474,74288.082,74906.31,75512.394,76107.25,76691.312,77265.181,77828.81,78382.366,78926.16,79459.876,79982.95,80493.878,80992.578,81480.826,81958.318,82423.996,82878.064,83319.302,83748.16,84165.543,84570.967,84962.957,85341.147,,,,,,,,
Malawi,454,21655.286,22216.12,22785.535,23366.188,23954.45,24553.502,25160.287,25763.535,26366.761,26978.421,27595.298,28213.795,28835.6,29462.51,30081.752,30691.587,31302.098,31911.246,32517.507,33122.491,33736.528,34350.954,34959.611,35567.993,36165.761,36761.003,37361.682,37964.325,38568.584,39174.573,39770.455,40357.522,40938.489,41511.359,42081.234,42655.652,43228.184,43785.931,44330.13,44854.818,45372.467,45890.788,46408.691,46922.128,47427.613,47923.944,48410.34,48890.06,49355.296,49806.633,50256.738,50708.852,51164.01,51618.822,52055.278,52475.23,52893.308,53304.783,53704.435,54094.649,54461.68,54812.02,55159.958,55500.709,55839.159,56166.458,56481.188,56783.372,57074.42,57354.603,57621.842,57879.215,58135.896,58389.576,58636.392,58888.533,59141.258,,,,,,,,
Mauritius,480,1271.169,1268.28,1265.059,1261.631,1258.043,1254.283,1250.432,1246.392,1242.019,1237.32,1232.297,1226.955,1221.285,1215.308,1209.009,1202.318,1195.222,1187.768,1179.996,1171.863,1163.409,1154.659,1145.608,1136.303,1126.764,1117.044,1107.197,1097.238,1087.164,1076.968,1066.684,1056.362,1045.956,1035.486,1025.017,1014.506,1003.907,993.252,982.552,971.819,961.04,950.173,939.284,928.394,917.477,906.519,895.473,884.397,873.283,862.099,850.896,839.68,828.446,817.161,805.863,794.587,783.338,772.116,760.9,749.743,738.679,727.678,716.76,705.978,695.346,684.842,674.494,664.322,654.335,644.528,634.92,625.53,616.352,607.382,598.624,590.075,581.716,,,,,,,,
Mayotte,175,326.506,337.011,347.536,358.142,368.839,379.632,390.534,401.566,412.77,424.085,435.507,447.061,458.8,470.797,482.984,495.412,508.067,521.023,534.258,547.618,561.093,574.854,588.842,602.912,617.09,631.299,645.426,659.49,673.682,687.989,702.328,716.834,731.545,746.236,760.803,775.267,789.689,804.101,818.564,833.138,847.786,862.566,877.669,893.066,908.453,923.844,939.449,954.88,970.253,985.809,1001.202,1016.435,1031.613,1046.937,1062.293,1077.39,1092.332,1107.216,1122.152,1137.076,1151.858,1166.679,1181.438,1196.049,1210.645,1225.035,1239.191,1253.202,1267.106,1280.888,1294.723,1308.695,1322.544,1336.073,1349.404,1362.494,1375.55,,,,,,,,
Mozambique,508,34631.766,35631.653,36639.85,37668.658,38714.098,39774.943,40846.754,41931.257,43032.893,44144.534,45273.526,46411.773,47548.67,48684.557,49822.037,50971.125,52124.215,53271.002,54423.406,55574.712,56716.584,57851.792,58981.108,60117.595,61254.584,62397.014,63530.951,64647.084,65767.624,66879.234,67980.807,69093.714,70220.052,71343.96,72454.91,73557.988,74638.116,75711.926,76774.212,77787.902,78781.098,79768.191,80749.334,81717.081,82665.218,83625.446,84572.376,85489.513,86391.303,87272.454,88127.646,88965.292,89793.732,90607.531,91416.315,92208.244,92965.358,93700.184,94432.106,95159.922,95857.815,96529.133,97186.136,97829.473,98454.607,99063.45,99654.091,100196.027,100715.459,101237.604,101738.215,102217.894,102685.103,103127.006,103552.014,103958.624,104346.534,,,,,,,,
R�union,638,878.59,882.406,886.298,890.208,893.952,897.509,900.869,904.25,907.646,910.82,913.802,916.696,919.617,922.37,924.933,927.294,929.478,931.613,933.671,935.654,937.464,938.887,939.907,940.782,941.356,941.558,941.413,940.884,940.172,939.235,938.061,936.698,935.203,933.485,931.582,929.722,927.74,925.732,923.787,921.83,919.894,917.948,915.977,914.046,912.2,910.532,908.898,907.233,905.736,904.326,902.944,901.674,900.399,899.148,897.902,896.496,895.009,893.518,892.043,890.602,889.07,887.427,885.686,883.88,882.05,880.064,878.016,875.948,873.761,871.384,868.887,866.343,863.769,861.096,858.235,855.278,852.214,,,,,,,,
Rwanda,646,14256.567,14569.34,14889.693,15214.328,15536.462,15844.658,16154.705,16473.109,16771.823,17073.475,17402.254,17746.319,18076.776,18395.846,18729.788,19076.787,19440.77,19806.175,20153.985,20500.835,20837.083,21152.658,21459.156,21764.59,22086.122,22403.893,22707.91,23007.764,23300.26,23582.537,23867.623,24159.45,24442.071,24708.958,25005.558,25305.693,25576.761,25865.302,26141.278,26401.102,26669.009,26933.366,27184.216,27431.209,27684.41,27912.791,28138.805,28368.475,28589.815,28809.91,29015.584,29214.158,29400.7,29584.169,29770.22,29952.99,30141.578,30322.788,30500.836,30678.624,30835.598,30977.278,31124.888,31296.84,31464.668,31633.739,31781.409,31883.054,31994.6,32121.007,32229.107,32336.909,32444.593,32523.673,32600.426,32692.043,32779.346,,,,,,,,
Seychelles,690,130.418,132.779,134.959,136.898,138.52,139.722,140.399,140.778,141.118,141.409,141.664,141.891,142.082,142.238,142.36,142.454,142.544,142.601,142.62,142.618,142.582,142.524,142.436,142.306,142.151,141.961,141.747,141.517,141.27,141.012,140.719,140.387,140.036,139.653,139.246,138.822,138.369,137.887,137.381,136.841,136.276,135.692,135.091,134.488,133.879,133.264,132.634,131.984,131.334,130.676,130.012,129.344,128.677,128.008,127.334,126.668,126.013,125.372,124.748,124.137,123.548,122.972,122.414,121.872,121.356,120.858,120.376,119.912,119.45,119,118.554,118.106,117.666,117.238,116.811,116.384,115.964,,,,,,,,
Somalia,706,19009.151,19654.739,20305.907,20959.062,21601.815,22247.719,22915.044,23589.796,24258.798,24921.842,25593.673,26294.95,27009.203,27731.177,28455.758,29167.905,29896.287,30635.963,31350.035,32057.986,32780.429,33510.166,34248.032,34996.382,35743.967,36474.691,37206.512,37953.802,38698.97,39446.516,40219.73,41010.252,41786.443,42542.106,43279.602,44047.066,44852.917,45622.31,46352.1,47079.492,47817.868,48561.646,49283.34,49980.517,50661.33,51337.41,52028.355,52719.073,53391.39,54055.704,54721.033,55346.362,55939.214,56553.616,57175.655,57789.232,58378.68,58912.967,59446.278,60002.128,60548.571,61103.034,61650.28,62150.135,62610.061,63051.764,63508.877,63981.467,64427.621,64848.124,65253.641,65643.454,66025.187,66383.633,66716.884,67052.062,67364.024,,,,,,,,
South Sudan,728,11943.408,12188.788,12436.037,12687.303,12941.5,13198.085,13457.454,13725.412,13996.351,14261.765,14527.551,14798.6,15070.096,15335.703,15595.97,15850.694,16101.48,16350.15,16593.363,16829.207,17060.174,17286.41,17509.696,17728.337,17938.44,18142.896,18341.974,18542.997,18754.446,18960.799,19160.601,19359.463,19552.147,19744.938,19933.628,20122.595,20307.632,20482.898,20659.136,20835.763,21010.107,21185.711,21356.305,21521.043,21690.001,21849.261,21989.974,22132.134,22278.428,22420.565,22561.548,22690.769,22798.64,22902.423,23005.183,23101.522,23186.729,23260.637,23335.453,23407.693,23477.727,23535.228,23583.756,23627.724,23667.427,23710.145,23741.231,23761.3,23780.454,23794.667,23798.293,23801.612,23810.976,23815.418,23823.439,23835.038,23840.772,,,,,,,,
Uganda,800,50015.092,51384.894,52761.47,54144.273,55532.558,56922.79,58312.94,59703.534,61089.056,62464.107,63833.868,65205.574,66573.733,67942.632,69312.208,70669.875,72020.418,73372.653,74730.004,76090.99,77449.521,78797.992,80139.175,81478.502,82812.095,84130.053,85431.202,86718.842,87994.728,89259.476,90505.891,91729.147,92930.867,94115.087,95281.8,96426.132,97542.311,98640.64,99723.532,100778.773,101810.174,102815.036,103793.951,104749.949,105679.495,106581.041,107461.466,108317.272,109144.756,109944.913,110717.753,111470.717,112201.024,112898.955,113567.433,114203.98,114812.18,115393.561,115943.223,116468.068,116958.194,117410.683,117831.254,118229.691,118604.118,118950.728,119267.678,119548.482,119802.176,120030.493,120223.595,120394.755,120537.698,120644.959,120728.726,120794.428,120835.191,,,,,,,,
United Republic of Tanzania,834,68560.157,70545.865,72563.78,74604.808,76670.492,78773.195,80913.124,83087.938,85293.133,87520.493,89788.679,92091.429,94420.812,96775.777,99156.471,101567.53,103999.359,106448.48,108926.277,111433.794,113966.272,116525.473,119109.676,121721.027,124351.302,126981.406,129621.103,132280.447,134947.338,137623.542,140321.279,143049.421,145803.872,148564.295,151321.49,154082.241,156850.592,159634.033,162433.739,165240.211,168047.181,170875.356,173697.364,176492.99,179288.248,182085.99,184885.708,187680.954,190465.797,193247.337,196034.262,198812.94,201583.013,204343.865,207088.057,209822.259,212537.418,215229.47,217903.515,220561.526,223212.513,225866.208,228511.355,231124.134,233711.112,236276.108,238809.591,241325.555,243825.084,246295.33,248729.231,251132.949,253520.804,255892.767,258233.882,260543.975,262834.721,,,,,,,,
